,Candidat,Circ,Departement,Parti,Score
792,Michel Corlay,1.0,-circonscription-cotes-d-armor,Union démocratique bretonne,"0,10%"
793,René Benoit,2.0,-circonscription-cotes-d-armor,UDF,"39,92%"
794,Charles Josselin,2.0,-circonscription-cotes-d-armor,PS,"37,35%"
795,Bernard Hesry,2.0,-circonscription-cotes-d-armor,Génération écologie,"7,45%"
796,Charles du Boishamon,2.0,-circonscription-cotes-d-armor,FN,"6,86%"
797,Christiane Nennot,2.0,-circonscription-cotes-d-armor,PCF,"5,66%"
798,Christine Repetti,2.0,-circonscription-cotes-d-armor,"
									Les nouveaux écologistes									","2,77%"
799,Didier Chouat,3.0,-circonscription-cotes-d-armor,PS,"32,38%"
800,Marc Le Fur,3.0,-circonscription-cotes-d-armor,RPR,"27,83%"
801,Sébastien Couepel,3.0,-circonscription-cotes-d-armor,UDF,"20,42%"
802,Jean-Claude Lenay,3.0,-circonscription-cotes-d-armor,Les Verts,"6,00%"
803,Gérard Le Cam,3.0,-circonscription-cotes-d-armor,PCF,"5,97%"
804,Pierre Launay,3.0,-circonscription-cotes-d-armor,FN,"4,94%"
805,Raymonde Brachet,3.0,-circonscription-cotes-d-armor,"
									Les nouveaux écologistes									","2,45%"
806,Christian Le Verge,4.0,-circonscription-cotes-d-armor,PCF,"27,05%"
807,Daniel Pennec,4.0,-circonscription-cotes-d-armor,Divers droite,"23,72%"
808,Maurice Briand,4.0,-circonscription-cotes-d-armor,PS,"17,65%"
809,Yvon Le Moigne,4.0,-circonscription-cotes-d-armor,UDF,"15,86%"
810,Bernard Prigent,4.0,-circonscription-cotes-d-armor,Les Verts,"6,46%"
811,Myriam Fraval de Coatparquet,4.0,-circonscription-cotes-d-armor,FN,"4,98%"
812,Rolande Hanrion,4.0,-circonscription-cotes-d-armor,"
									Les nouveaux écologistes									","2,40%"
813,Désiré Le Gourières,4.0,-circonscription-cotes-d-armor,"
									Mouvement des démocrates									","1,60%"
814,Jean-Marie Salomon,4.0,-circonscription-cotes-d-armor,"
									Emgann									","0,28%"
815,Yvon Bonnot,5.0,-circonscription-cotes-d-armor,UDF,"41,54%"
816,Pierre-Yvon Trémel,5.0,-circonscription-cotes-d-armor,PS,"29,26%"
817,Hervé Le Bars,5.0,-circonscription-cotes-d-armor,PCF,"7,25%"
818,Raymond Blanc,5.0,-circonscription-cotes-d-armor,FN,"7,25%"
819,Denis Baulier,5.0,-circonscription-cotes-d-armor,Génération écologie,"7,05%"
820,Armand Barth,5.0,-circonscription-cotes-d-armor,"
									Solidarité, écologie, gauche alternative									","2,11%"
821,Régine Dubois,5.0,-circonscription-cotes-d-armor,"
									Les nouveaux écologistes									","2,00%"
822,Alain Le Fol,5.0,-circonscription-cotes-d-armor,LO,"1,98%"
823,Yves Chapalain,5.0,-circonscription-cotes-d-armor,Divers,"1,55%"
824,André Lejeune,1.0,-circonscription-creuse,PS,"25,53%"
825,Bernard de Froment,1.0,-circonscription-creuse,RPR,"23,78%"
826,Pierre-Henri Gaudriot,1.0,-circonscription-creuse,UDF,"21,58%"
827,Raymond Labrousse,1.0,-circonscription-creuse,PCF,"12,25%"
828,Marie de la Chapelle,1.0,-circonscription-creuse,FN,"5,83%"
829,Olivier Warin,1.0,-circonscription-creuse,Génération écologie,"4,50%"
830,Jean-Paul Fourgeaud,1.0,-circonscription-creuse,"
									Solidarité, écologie, gauche alternative									","4,13%"
831,Dominique Chabrier,1.0,-circonscription-creuse,"
									Les nouveaux écologistes									","2,40%"
832,Jean Auclair,2.0,-circonscription-creuse,RPR dissident,"28,94%"
833,Thierry Ratelade,2.0,-circonscription-creuse,RPR,"25,99%"
834,Gaston Rimareix,2.0,-circonscription-creuse,PS,"24,62%"
835,Alain Teissedre,2.0,-circonscription-creuse,PCF,"7,27%"
836,Max Roux,2.0,-circonscription-creuse,FN,"4,88%"
837,Jean-Bernard Damiens,2.0,-circonscription-creuse,Les Verts,"3,89%"
838,Bernard Defaix,2.0,-circonscription-creuse,Divers gauche,"2,60%"
839,Marie-Hélène Delecroix,2.0,-circonscription-creuse,"
									Les nouveaux écologistes									","1,81%"
840,Bernard Denizart,2.0,-circonscription-creuse,Divers,"0,00%"
841,François Roussel,1.0,-circonscription-dordogne,RPR,"43,08%"
842,Bernard Bioulac,1.0,-circonscription-dordogne,PS,"21,50%"
843,Jean-Paul Salon,1.0,-circonscription-dordogne,PCF,"13,82%"
844,Chantal Merchadou,1.0,-circonscription-dordogne,Génération écologie,"6,77%"
845,Jacques Ricard,1.0,-circonscription-dordogne,FN,"6,52%"
846,Michel Jardry,1.0,-circonscription-dordogne,UDF dissident,"3,43%"
847,Huguette Cabirol,1.0,-circonscription-dordogne,"
									Les nouveaux écologistes									","2,75%"
848,Christian Chasseriaud,1.0,-circonscription-dordogne,Mouvement des citoyens,"2,13%"
849,Katherine Traissac,2.0,-circonscription-dordogne,UDF,"24,61%"
850,Daniel Garrigue,2.0,-circonscription-dordogne,RPR dissident,"14,40%"
851,Michel Suchod,2.0,-circonscription-dordogne,Mouvement des citoyens,"13,49%"
852,Renaud Boisvert,2.0,-circonscription-dordogne,PS,"9,43%"
853,Irène Sapir,2.0,-circonscription-dordogne,PCF,"8,79%"
854,Robert Baconnet,2.0,-circonscription-dordogne,FN,"8,46%"
855,André Goustat,2.0,-circonscription-dordogne,CPNT,"8,26%"
856,Pierre Lade,2.0,-circonscription-dordogne,Les Verts,"6,65%"
857,Gilles Clamens,2.0,-circonscription-dordogne,Divers,"2,20%"
858,Brigitte Cozet,2.0,-circonscription-dordogne,LO,"1,71%"
859,Nadine Le Guen,2.0,-circonscription-dordogne,"
									Les nouveaux écologistes									","1,38%"
860,Marcel Roux,2.0,-circonscription-dordogne,"
									Alliance populaire									","0,62%"
861,Frédéric de Saint-Sernin,3.0,-circonscription-dordogne,RPR,"34,40%"
862,René Dutin,3.0,-circonscription-dordogne,PCF,"24,38%"
863,Bernard Cazeau,3.0,-circonscription-dordogne,PS,"17,15%"
864,Pierre Laviale,3.0,-circonscription-dordogne,UDF,"10,19%"
865,Michel Courtois,3.0,-circonscription-dordogne,FN,"5,95%"
866,André Vidal,3.0,-circonscription-dordogne,Génération écologie,"4,84%"
867,Arnaud Le Guay,3.0,-circonscription-dordogne,PS,"2,00%"
868,Joëlle Feymendy,3.0,-circonscription-dordogne,"
									Les nouveaux écologistes									","1,08%"
869,Jean-Jacques de Peretti,4.0,-circonscription-dordogne,RPR,"43,33%"
870,Roland Dumas,4.0,-circonscription-dordogne,PS,"22,56%"
871,Louis Delmon,4.0,-circonscription-dordogne,PCF,"17,24%"
872,Marie-Odile Dauriac,4.0,-circonscription-dordogne,Génération écologie,"6,57%"
873,Gérard de Lesquen du Plessis Casso,4.0,-circonscription-dordogne,FN,"6,20%"
874,Philippe Labroue,4.0,-circonscription-dordogne,Mouvement des radicaux de gauche,"2,04%"
875,Didier Delezay,4.0,-circonscription-dordogne,PS,"1,35%"
876,Lionel David,4.0,-circonscription-dordogne,"
									Les nouveaux écologistes									","0,70%"
877,Claude Girard,1.0,-circonscription-doubs,RPR,"40,87%"
878,Robert Schwint,1.0,-circonscription-doubs,PS,"24,60%"
879,Robert Sennerich,1.0,-circonscription-doubs,FN,"11,72%"
880,Bruno Legeard,1.0,-circonscription-doubs,Les Verts,"8,08%"
881,Martine Bultot,1.0,-circonscription-doubs,"
									Solidarité, écologie, gauche alternative									","5,36%"
882,Jean-Pierre Adami,1.0,-circonscription-doubs,PCF,"3,48%"
883,René Leroux,1.0,-circonscription-doubs,"
									Les nouveaux écologistes									","2,59%"
884,Nicole Friess,1.0,-circonscription-doubs,LO,"1,76%"
885,Jean-Pierre Plaza,1.0,-circonscription-doubs,Divers droite,"1,04%"
886,Jean Fortunet,1.0,-circonscription-doubs,"
									Parti de la loi naturelle									","0,43%"
887,Pierrette Honnin,1.0,-circonscription-doubs,"
									Rassemblement des démocrates et républicains de progrès									","0,08%"
888,Michel Jacquemin,2.0,-circonscription-doubs,UDF,"43,44%"
889,Jean-Louis Fousseret,2.0,-circonscription-doubs,PS,"21,16%"
890,Raymond Bellaud,2.0,-circonscription-doubs,FN,"12,33%"
891,Jean-Philippe Gallat,2.0,-circonscription-doubs,Génération écologie,"8,00%"
892,Evelyne Ternant,2.0,-circonscription-doubs,PCF,"3,77%"
893,Patrick Pierlot,2.0,-circonscription-doubs,"
									Solidarité, écologie, gauche alternative									","3,07%"
894,Marie-France Roche,2.0,-circonscription-doubs,LO,"2,11%"
895,Patrick Bouden,2.0,-circonscription-doubs,"
									Les nouveaux écologistes									","2,09%"
896,André Nachin,2.0,-circonscription-doubs,Ecologiste,"2,08%"
897,Jean-Claude Joyeux,2.0,-circonscription-doubs,Divers,"1,95%"
898,Monique Rousseau,3.0,-circonscription-doubs,RPR,"27,87%"
899,Guy Bêche,3.0,-circonscription-doubs,PS,"22,19%"
900,Marcel Bonnot,3.0,-circonscription-doubs,UDF,"20,00%"
901,Léon Colino,3.0,-circonscription-doubs,FN,"11,09%"
902,Jacques Helias,3.0,-circonscription-doubs,Génération écologie,"7,63%"
903,Joseph Adami,3.0,-circonscription-doubs,PCF,"2,99%"
904,Jean-Marie Pietoukhoff,3.0,-circonscription-doubs,"
									Les nouveaux écologistes									","2,82%"
905,Christian Driano,3.0,-circonscription-doubs,LO,"2,77%"
906,Bruno Lemerle,3.0,-circonscription-doubs,"
									Solidarité, écologie, gauche alternative									","2,63%"
907,Jean Geney,4.0,-circonscription-doubs,RPR,"38,18%"
908,Pierre Moscovici,4.0,-circonscription-doubs,PS,"19,31%"
909,André Jacquot,4.0,-circonscription-doubs,FN,"13,86%"
910,Serge Paganelli,4.0,-circonscription-doubs,"
									Solidarité, écologie, gauche alternative									","11,89%"
911,Gérard Mamet,4.0,-circonscription-doubs,Extrème gauche,"6,98%"
912,Jean Pietoukhoff,4.0,-circonscription-doubs,"
									Les nouveaux écologistes									","4,06%"
913,Daniel Jeannin,4.0,-circonscription-doubs,PCF,"3,21%"
914,Georges Kvartskhava,4.0,-circonscription-doubs,LO,"2,20%"
915,Christiane Gosseau,4.0,-circonscription-doubs,"
									Rassemblement des démocrates et républicains de progrès									","0,30%"
916,Roland Vuillaume,5.0,-circonscription-doubs,RPR,"54,21%"
917,Yves Lagier,5.0,-circonscription-doubs,PS,"14,23%"
918,Michel Devillers,5.0,-circonscription-doubs,FN,"11,43%"
919,Jean-Marie Durand,5.0,-circonscription-doubs,Les Verts,"7,57%"
920,Claude Faivre,5.0,-circonscription-doubs,"
									Solidarité, écologie, gauche alternative									","3,17%"
921,Alain Vuillaume,5.0,-circonscription-doubs,PCF,"3,13%"
922,Colette Laval,5.0,-circonscription-doubs,"
									Les nouveaux écologistes									","2,88%"
923,Jean-Pierre Poissenot,5.0,-circonscription-doubs,LO,"1,74%"
924,Patrick Donzelot,5.0,-circonscription-doubs,"
									Mouvement des démocrates									","1,64%"
925,Patrick Labaune,1.0,-circonscription-drome,RPR,"40,93%"
926,Roger Léron,1.0,-circonscription-drome,PS,"23,48%"
927,René Lauer,1.0,-circonscription-drome,FN,"13,43%"
928,Annie Viel Puech,1.0,-circonscription-drome,Génération écologie,"11,03%"
929,Yvonne Allegret,1.0,-circonscription-drome,PCF,"6,00%"
930,Sylvie Crozet,1.0,-circonscription-drome,LO,"1,92%"
931,Jean Martinez,1.0,-circonscription-drome,"
									CNI									","1,59%"
932,Claudette Munoz,1.0,-circonscription-drome,Extrème droite,"0,87%"
933,Jean-François Dottori,1.0,-circonscription-drome,"
									Union écologie démocratie									","0,74%"
934,Thierry Cornillet,2.0,-circonscription-drome,UDF,"35,61%"
935,Alain Fort,2.0,-circonscription-drome,PS,"24,09%"
936,Albert Rosset,2.0,-circonscription-drome,FN,"15,03%"
937,Jean-Pierre Morichaud,2.0,-circonscription-drome,Les Verts,"13,05%"
938,Pierre Trapier,2.0,-circonscription-drome,PCF,"8,87%"
939,Franck Maisonnat,2.0,-circonscription-drome,"
									CNI									","3,36%"
940,Hervé Mariton,3.0,-circonscription-drome,UDF,"20,89%"
941,Henri Michel,3.0,-circonscription-drome,PS,"20,24%"
942,Michel Faure,3.0,-circonscription-drome,RPR,"18,38%"
943,Gérard Védrines,3.0,-circonscription-drome,Génération écologie,"13,38%"
944,Georges Carlot,3.0,-circonscription-drome,FN,"10,26%"
945,Jean-Pierre Rambaud,3.0,-circonscription-drome,PCF,"9,42%"
946,Bernard Dinges,3.0,-circonscription-drome,CPNT,"6,28%"
947,Roch Abbate,3.0,-circonscription-drome,"
									CNI									","1,15%"
948,Georges Durand,4.0,-circonscription-drome,UDF,"36,48%"
949,Henri Bertholet,4.0,-circonscription-drome,PS,"19,12%"
950,Bernard Pinet,4.0,-circonscription-drome,FN,"17,21%"
951,Denis Donger,4.0,-circonscription-drome,Les Verts,"11,57%"
952,Jacques Faure,4.0,-circonscription-drome,PCF,"7,89%"
953,Richard Muller,4.0,-circonscription-drome,"
									CNI									","3,40%"
954,Patrick Leblan,4.0,-circonscription-drome,Divers droite,"3,05%"
955,Victor Magnin,4.0,-circonscription-drome,Mouvement des citoyens,"0,89%"
956,Carmelo Martelli,4.0,-circonscription-drome,"
									Nouvelle solidarité									","0,39%"
957,Jean-Louis Debré,1.0,-circonscription-eure,RPR,"46,50%"
958,Jean-Pierre Lussan,1.0,-circonscription-eure,FN,"17,32%"
959,Daniel Guérin,1.0,-circonscription-eure,Mouvement des radicaux de gauche,"11,11%"
960,Andrée Oger,1.0,-circonscription-eure,PCF,"11,05%"
961,Sylvain Bigaud,1.0,-circonscription-eure,Génération écologie,"7,56%"
962,Dominique Jalady-Pezet,1.0,-circonscription-eure,"
									Les nouveaux écologistes									","4,52%"
963,Liliane Ferquin,1.0,-circonscription-eure,Divers,"1,06%"
964,Gilbert Huillery,1.0,-circonscription-eure,"
									Alliance populaire									","0,87%"
965,Catherine Nicolas,2.0,-circonscription-eure,RPR,"23,68%"
966,Bernard Blois,2.0,-circonscription-eure,UDF,"19,40%"
967,Alain Bureau,2.0,-circonscription-eure,PS,"17,01%"
968,Yves Dupont,2.0,-circonscription-eure,FN,"14,92%"
969,Michel Leblanc,2.0,-circonscription-eure,PCF,"8,73%"
970,Pascal Dionis,2.0,-circonscription-eure,Les Verts,"7,44%"
971,Antoine Léonetti,2.0,-circonscription-eure,"
									Les nouveaux écologistes									","4,60%"
972,Anne Mansouret,2.0,-circonscription-eure,"
									Mouvement des réformateurs									","4,21%"
973,Ladislas Poniatowski,3.0,-circonscription-eure,UDF,"49,38%"
974,Francis Courel,3.0,-circonscription-eure,Divers gauche,"13,29%"
975,Jean-Louis Destans,3.0,-circonscription-eure,PS,"11,86%"
976,Marc Froidefont,3.0,-circonscription-eure,FN,"10,57%"
977,Michel Ressouche,3.0,-circonscription-eure,Génération écologie,"5,33%"
978,Fernand Ernult,3.0,-circonscription-eure,PCF,"5,23%"
979,Jeanine Marchioni,3.0,-circonscription-eure,"
									Les nouveaux écologistes									","3,31%"
980,Jean-René Guilcher,3.0,-circonscription-eure,"
									Démocratie chrétienne française									","1,03%"
981,Bernard Leroy,4.0,-circonscription-eure,UDF,"38,09%"
982,François Loncle,4.0,-circonscription-eure,PS,"22,87%"
983,Paul Chauvelin,4.0,-circonscription-eure,FN,"15,91%"
984,Gaétan Levitre,4.0,-circonscription-eure,PCF,"7,48%"
985,Bernard Disson,4.0,-circonscription-eure,Les Verts,"6,82%"
986,Pascal Carlus,4.0,-circonscription-eure,"
									Les nouveaux écologistes									","3,99%"
987,Christine Gauchet,4.0,-circonscription-eure,LO,"2,22%"
988,Alain Marois,4.0,-circonscription-eure,Divers,"1,40%"
989,Jacques Mugner,4.0,-circonscription-eure,Divers gauche,"0,90%"
990,Mireille Rault,4.0,-circonscription-eure,"
									Mouvement des démocrates									","0,31%"
991,Jean-Claude Asphe,5.0,-circonscription-eure,RPR,"40,65%"
992,Guy Dugres,5.0,-circonscription-eure,FN,"17,59%"
993,Pascal Lamy,5.0,-circonscription-eure,PS,"15,10%"
994,Marcel Larmanou,5.0,-circonscription-eure,PCF,"14,75%"
995,Olivier Bassine,5.0,-circonscription-eure,Les Verts,"7,29%"
996,Monique Dumont,5.0,-circonscription-eure,"
									Les nouveaux écologistes									","4,62%"
997,Gérard Cornu,1.0,-circonscription-eure-et-loir,RPR,"38,81%"
998,Georges Lemoine,1.0,-circonscription-eure-et-loir,PS,"27,55%"
999,Denis Daude,1.0,-circonscription-eure-et-loir,FN,"13,88%"
1000,Gérard Laboureur,1.0,-circonscription-eure-et-loir,Les Verts,"7,29%"
1001,Dominique Padois,1.0,-circonscription-eure-et-loir,PCF,"5,07%"
1002,Renée Campioni,1.0,-circonscription-eure-et-loir,"
									Les nouveaux écologistes									","2,58%"
1003,Laurent Plomb,1.0,-circonscription-eure-et-loir,"
									Rassemblement des démocrates et des républicains de progrès									","1,89%"
1004,Yves-Pierre Plassard,1.0,-circonscription-eure-et-loir,Divers gauche,"1,75%"
1005,Daniel Fuhrmann,1.0,-circonscription-eure-et-loir,"
									Alliance populaire									","0,69%"
1006,Pierre Chautar,1.0,-circonscription-eure-et-loir,Divers,"0,50%"
1007,Marie-France Stirbois,2.0,-circonscription-eure-et-loir,FN,"36,85%"
1008,Gérard Hamel,2.0,-circonscription-eure-et-loir,RPR,"29,35%"
1009,Roger Bambuck,2.0,-circonscription-eure-et-loir,Divers gauche,"12,85%"
1010,François Fillon,2.0,-circonscription-eure-et-loir,Les Verts,"8,09%"
1011,Gisèle Quérité,2.0,-circonscription-eure-et-loir,PCF,"4,37%"
1012,Louis Jade,2.0,-circonscription-eure-et-loir,"
									Les nouveaux écologistes									","2,18%"
1013,Béatrice Jaffrenou,2.0,-circonscription-eure-et-loir,Parti des travailleurs,"1,56%"
1014,Angeline Gléhen,2.0,-circonscription-eure-et-loir,"
									Rassemblement des démocrates et républicains de progrès									","1,53%"
1015,Alain Laurent,2.0,-circonscription-eure-et-loir,"
									Union des indépendants									","1,21%"
1016,Christophe Ducrot,2.0,-circonscription-eure-et-loir,"
									Alliance populaire									","1,02%"
1017,Michel Bréaud,2.0,-circonscription-eure-et-loir,LCR,"0,99%"
1018,Patrick Hoguet,3.0,-circonscription-eure-et-loir,UDF,"40,91%"
1019,Bertrand Gallet,3.0,-circonscription-eure-et-loir,PS,"23,95%"
1020,Jean Thioux,3.0,-circonscription-eure-et-loir,FN,"15,61%"
1021,Jean-François Anquetil,3.0,-circonscription-eure-et-loir,Génération écologie,"6,18%"
1022,Jacques Malnou,3.0,-circonscription-eure-et-loir,PCF,"5,23%"
1023,Sylvie Paggiolo,3.0,-circonscription-eure-et-loir,"
									Les nouveaux écologistes									","2,49%"
1024,Jean-Claude Guéguen,3.0,-circonscription-eure-et-loir,"
									Rassemblement des démocrates et républicains de progrès									","2,17%"
1025,Roger Letertre,3.0,-circonscription-eure-et-loir,"
									Solidarité, écologie, gauche alternative									","1,96%"
1026,Denise Debort,3.0,-circonscription-eure-et-loir,"
									Alliance populaire									","0,98%"
1027,Jean Ravet,3.0,-circonscription-eure-et-loir,Divers gauche,"0,51%"
1028,Maurice Dousset,4.0,-circonscription-eure-et-loir,UDF,"38,21%"
1029,Marie-Renée Maissen,4.0,-circonscription-eure-et-loir,FN,"13,92%"
1030,Jean-Yves de Franciosi,4.0,-circonscription-eure-et-loir,PS,"12,61%"
1031,Vincent Lhopiteau,4.0,-circonscription-eure-et-loir,"
									Union des indépendants									","9,83%"
1032,Jean Hardy,4.0,-circonscription-eure-et-loir,PCF,"9,59%"
1033,Mireille Ladève-Lépine,4.0,-circonscription-eure-et-loir,Les Verts,"6,93%"
1034,Joseph Hudault,4.0,-circonscription-eure-et-loir,"
									CNI									","4,71%"
1035,Christiane Meyer,4.0,-circonscription-eure-et-loir,Ecologiste,"4,21%"
1036,André Angot,1.0,-circonscription-finistere,RPR,"32,76%"
1037,Bernard Poignant,1.0,-circonscription-finistere,PS,"26,01%"
1038,Marc Bécam,1.0,-circonscription-finistere,Divers droite,"17,98%"
1039,Michel Dor,1.0,-circonscription-finistere,FN,"7,33%"
1040,Piero Rainero,1.0,-circonscription-finistere,PCF,"5,37%"
1041,Pierre Delignière,1.0,-circonscription-finistere,"
									Union écologie démocratie									","4,71%"
1042,Catherine Stachy,1.0,-circonscription-finistere,"
									Les nouveaux écologistes									","3,61%"
1043,Jean-Michel Manach,1.0,-circonscription-finistere,LCR,"2,23%"
1044,Bertrand Cousin,2.0,-circonscription-finistere,RPR,"29,07%"
1045,Joseph Gourmelon,2.0,-circonscription-finistere,PS,"23,89%"
1046,Yannick Marzin,2.0,-circonscription-finistere,UDF,"17,26%"
1047,Daniel Malengreau,2.0,-circonscription-finistere,Les Verts,"8,74%"
1048,Bernard Pacreau,2.0,-circonscription-finistere,FN,"8,16%"
1049,Patrick Gardet,2.0,-circonscription-finistere,PCF,"3,36%"
1050,Louis Aminot,2.0,-circonscription-finistere,"
									Solidarité, écologie, gauche alternative									","3,31%"
1051,Sergine Grassiot,2.0,-circonscription-finistere,"
									Les nouveaux écologistes									","2,20%"
1052,André Cherblanc,2.0,-circonscription-finistere,LO,"1,35%"
1053,Lydie Contignon,2.0,-circonscription-finistere,Parti des travailleurs,"1,26%"
1054,André Francès,2.0,-circonscription-finistere,Divers,"1,07%"
1055,Emmanuel Le Janne,2.0,-circonscription-finistere,"
									Parti de la loi naturelle									","0,32%"
1056,Jean-Louis Goasduff,3.0,-circonscription-finistere,RPR,"35,64%"
1057,François Guillandre,3.0,-circonscription-finistere,PS,"20,13%"
1058,Marcel Le Floch,3.0,-circonscription-finistere,Divers droite,"15,25%"
1059,Michel Briand,3.0,-circonscription-finistere,Les Verts,"10,25%"
1060,Olivier Morize,3.0,-circonscription-finistere,FN,"8,95%"
1061,Daniel Maloisel,3.0,-circonscription-finistere,PCF,"3,59%"
1062,Yvonne Lagadec,3.0,-circonscription-finistere,"
									Solidarité, écologie, gauche alternative									","2,96%"
1063,Sophie Chatonay,3.0,-circonscription-finistere,"
									Les nouveaux écologistes									","2,92%"
1064,Gildas Le Janne,3.0,-circonscription-finistere,"
									Parti de la loi naturelle									","0,30%"
1065,Arnaud Cazin d'Honninctun,4.0,-circonscription-finistere,UDF,"45,95%"
1066,Marylise Le Branchu,4.0,-circonscription-finistere,PS,"29,16%"
1067,Pierre-Jean Le Morvan,4.0,-circonscription-finistere,Génération écologie,"7,46%"
1068,Claude Carmier,4.0,-circonscription-finistere,FN,"6,37%"
1069,Alain David,4.0,-circonscription-finistere,PCF,"6,06%"
1070,Catherine Hucet,4.0,-circonscription-finistere,"
									Parti de la loi naturelle									","3,38%"
1071,Gilbert Pleyber,4.0,-circonscription-finistere,LCR,"1,63%"
1072,Charles Miossec,5.0,-circonscription-finistere,RPR,"58,26%"
1073,Jean-Pierre Thomin,5.0,-circonscription-finistere,PS,"17,03%"
1074,Gérard Borvon,5.0,-circonscription-finistere,Les Verts,"13,32%"
1075,Jean-Louis Le Hir,5.0,-circonscription-finistere,FN,"8,04%"
1076,Marguerite Pibouleau,5.0,-circonscription-finistere,PCF,"3,35%"
1077,Jean-Yves Cozan,6.0,-circonscription-finistere,UDF,"46,10%"
1078,Kofi Yamgnane,6.0,-circonscription-finistere,PS,"29,96%"
1079,Daniel Créoff,6.0,-circonscription-finistere,PCF,"8,70%"
1080,Eric Calmejane,6.0,-circonscription-finistere,FN,"7,65%"
1081,Alfred Corne,6.0,-circonscription-finistere,Génération écologie,"4,52%"
1082,Jean-Luc Kinet,6.0,-circonscription-finistere,"
									Parti de la loi naturelle									","1,79%"
1083,Roland Astoul,6.0,-circonscription-finistere,Divers,"1,00%"
1084,Tann Puillandre,6.0,-circonscription-finistere,"
									Emgann									","0,29%"
1085,Annie Le Guen,6.0,-circonscription-finistere,Divers,"0,01%"
1086,Ambroise Guellec,7.0,-circonscription-finistere,UDF,"53,10%"
1087,Daniel Bouer,7.0,-circonscription-finistere,PS,"18,87%"
1088,Guy Laurent,7.0,-circonscription-finistere,PCF,"8,78%"
1089,Marcel Saoutic,7.0,-circonscription-finistere,FN,"7,98%"
1090,Bernard Uguen,7.0,-circonscription-finistere,Génération écologie,"7,35%"
1091,Pierre Guillemin,7.0,-circonscription-finistere,"
									Parti de la loi naturelle									","2,36%"
1092,Jean-Jacques Kérouredan,7.0,-circonscription-finistere,"
									Union démocratie écologie									","1,32%"
1093,Dominig Jolivet,7.0,-circonscription-finistere,Divers,"0,25%"
1094,Jean Lomenech,8.0,-circonscription-finistere,Divers droite,"37,99%"
1095,Louis Le Pensec,8.0,-circonscription-finistere,PS,"32,54%"
1096,Claude Le Coze,8.0,-circonscription-finistere,FN,"6,66%"
1097,Michel Beucher,8.0,-circonscription-finistere,Les Verts,"6,61%"
1098,Madeleine Montfort,8.0,-circonscription-finistere,PCF,"6,33%"
1099,Yvon Quéroué,8.0,-circonscription-finistere,Divers gauche,"4,36%"
1100,Jean-Yves Queinnec,8.0,-circonscription-finistere,Divers,"3,02%"
1101,Jane Perdrix,8.0,-circonscription-finistere,"
									Parti de la loi naturelle									","2,48%"
1102,Yves Le Roux,8.0,-circonscription-finistere,Divers,"0,00%"
1103,Jean Bousquet,1.0,-circonscription-gard,UDF,"33,68%"
1104,Lorrain de Saint-Affrique,1.0,-circonscription-gard,FN,"21,39%"
1105,Alain Clary,1.0,-circonscription-gard,PCF,"14,30%"
1106,Bernard Casaurang,1.0,-circonscription-gard,PS,"13,22%"
1107,Joseph Alcon,1.0,-circonscription-gard,Génération écologie,"6,62%"
1108,Bernard Sestier,1.0,-circonscription-gard,Divers gauche,"2,51%"
1109,Raymonde Bresson,1.0,-circonscription-gard,Ecologiste,"2,32%"
1110,Frédéric Bompard,1.0,-circonscription-gard,Divers gauche,"1,94%"
1111,Alain Chaniac,1.0,-circonscription-gard,"
									Solidarité, écologie, gauche alternative									","1,14%"
1112,Alain Rivron,1.0,-circonscription-gard,Parti des travailleurs,"1,03%"
1113,Abdelkader Ainine,1.0,-circonscription-gard,"
									France plus									","0,84%"
1114,Joseph Ponsot,1.0,-circonscription-gard,"
									Union écologie démocratie									","0,51%"
1115,Danila Montacci,1.0,-circonscription-gard,"
									Alliance populaire									","0,49%"
1116,Jean-Marie André,2.0,-circonscription-gard,UDF,"22,74%"
1117,Charles de Chambrun,2.0,-circonscription-gard,FN,"20,52%"
1118,Bernard Deschamps,2.0,-circonscription-gard,PCF,"16,48%"
1119,Simon Casas,2.0,-circonscription-gard,RPR,"14,57%"
1120,Jean-Marie Cambacérès,2.0,-circonscription-gard,Divers gauche,"12,70%"
1121,Christian Eymard,2.0,-circonscription-gard,Génération écologie,"6,23%"
1122,Robert Matthieu,2.0,-circonscription-gard,Divers,"2,91%"
1123,Martine Borde,2.0,-circonscription-gard,Ecologiste,"2,46%"
1124,Jean-Pierre Bliaux,2.0,-circonscription-gard,Divers,"0,77%"
1125,Guy Persy,2.0,-circonscription-gard,"
									Parti de la loi naturelle									","0,44%"
1126,Robert Bérenguier,2.0,-circonscription-gard,Divers,"0,20%"
1127,Gilbert Baumet,3.0,-circonscription-gard,Mouvement des radicaux de gauche,"28,38%"
1128,André Savonne,3.0,-circonscription-gard,RPR,"21,10%"
1129,Jean Miclot,3.0,-circonscription-gard,FN,"16,02%"
1130,René Cret,3.0,-circonscription-gard,UDF,"11,34%"
1131,René Mathieu,3.0,-circonscription-gard,PCF,"11,12%"
1132,Alain Bertolino,3.0,-circonscription-gard,Les Verts,"7,02%"
1133,Martine Luguel,3.0,-circonscription-gard,"
									Les nouveaux écologistes									","2,67%"
1134,Maryse Clément,3.0,-circonscription-gard,Mouvement des citoyens,"2,34%"
1135,Gilbert Millet,4.0,-circonscription-gard,PCF,"24,30%"
1136,Max Roustan,4.0,-circonscription-gard,UDF,"20,70%"
